Store,DayOfWeek,Promo,SchoolHoliday,med_Sales
524,6,0,0,6728.5
524,7,0,0,1838
525,1,0,0,9132
525,1,0,1,10239
525,1,1,0,12727
525,1,1,1,12785
525,2,0,0,8211
525,2,0,1,8424
525,2,1,0,10976
525,2,1,1,10651
525,3,0,1,8574.5
525,3,0,0,8061
525,3,1,0,10272
525,3,1,1,10235.5
525,4,0,1,8570
525,4,0,0,8666
525,4,1,0,10257
525,4,1,1,10116.5
525,5,0,1,10024.5
525,5,0,0,9641
525,5,1,0,11055
525,5,1,1,11100.5
525,6,0,0,10773.5
526,1,0,0,8964
526,1,0,1,9240
526,1,1,0,16388
526,1,1,1,16243
526,2,0,0,8865.5
526,2,0,1,8774
526,2,1,0,14578.5
526,2,1,1,14056
526,3,0,1,7858.5
526,3,0,0,8384
526,3,1,0,11896
526,3,1,1,11663
526,4,0,1,8871.5
526,4,0,0,8811.5
526,4,1,0,12274.5
526,4,1,1,11505
526,5,0,1,8083
526,5,0,0,8107
526,5,1,0,10810
526,5,1,1,10070.5
526,6,0,0,7004.5
527,1,0,0,8859
527,1,0,1,9908
527,1,1,0,13124.5
527,1,1,1,13557
527,2,0,0,8353
527,2,0,1,9048
527,2,1,0,11558.5
527,2,1,1,11888
527,3,0,1,8790
527,3,0,0,8508
527,3,1,0,11193.5
527,3,1,1,11768
527,4,0,1,9096
527,4,0,0,8592
527,4,1,0,10446
527,4,1,1,10986
527,5,0,1,9750.5
527,5,0,0,10267.5
527,5,1,0,11725
527,5,1,1,11255.5
527,6,0,0,10553
528,1,0,0,8407
528,1,0,1,10067
528,1,1,0,15681.5
528,1,1,1,16257.5
528,2,0,0,7878.5
528,2,0,1,8458
528,2,1,0,12861
528,2,1,1,13079
528,3,0,1,7859
528,3,0,0,7998.5
528,3,1,0,11648
528,3,1,1,12285
528,4,0,1,8422
528,4,0,0,8210
528,4,1,0,11626
528,4,1,1,12806
528,5,0,1,9233
528,5,0,0,9670.5
528,5,1,0,12062
528,5,1,1,11493
528,6,0,0,8463
529,1,0,0,6255.5
529,1,0,1,6658
529,1,1,0,10549
529,1,1,1,10800
529,2,0,0,5860
529,2,0,1,5835.5
529,2,1,0,8473
529,2,1,1,8746.5
529,3,0,1,5581
529,3,0,0,5907
529,3,1,0,7869
529,3,1,1,8352.5
529,4,0,1,6119.5
529,4,0,0,6612
529,4,1,0,8208
529,4,1,1,8334
529,5,0,1,7043
529,5,0,0,7492
529,5,1,0,8802
529,5,1,1,8695
529,6,0,0,6758
530,1,0,0,3548
530,1,0,1,7364
530,1,1,0,5067
530,1,1,1,7003
530,2,0,1,5720
530,2,0,0,3281
530,2,1,0,4065.5
530,2,1,1,6432.5
530,3,0,1,4927.5
530,3,0,0,3441
530,3,1,0,3549
530,3,1,1,6309
530,4,0,1,5012
530,4,0,0,3447
530,4,1,0,3727.5
530,4,1,1,7046
530,5,0,1,5493
530,5,0,0,3473
530,5,1,0,3900
530,5,1,1,7237
530,6,0,0,4494.5
530,7,0,0,4108
531,1,0,0,4863
531,1,0,1,4467
531,1,1,0,5970.5
531,1,1,1,5586
531,2,0,0,4472
531,2,0,1,4133
531,2,1,0,5500.5
531,2,1,1,5002
531,3,0,1,3867
531,3,0,0,4282
531,3,1,0,4965.5
531,3,1,1,4652
531,4,0,1,4125.5
531,4,0,0,4568
531,4,1,0,5064.5
531,4,1,1,4830
531,5,0,1,4328
531,5,0,0,4638.5
531,5,1,0,4923
531,5,1,1,4589.5
531,6,0,0,4128
532,1,0,0,10509.5
532,1,0,1,10704
532,1,1,0,13492
532,1,1,1,12445
532,2,0,0,9725.5
532,2,0,1,9832
532,2,1,0,11923
532,2,1,1,11496.5
532,3,0,1,8868
532,3,0,0,9631
532,3,1,0,11528
532,3,1,1,10856
532,4,0,1,8898
532,4,0,0,9441
532,4,1,0,11262
532,4,1,1,10999
532,5,0,1,8988
532,5,0,0,9825.5
532,5,1,0,11440
532,5,1,1,9919.5
532,6,0,0,10046
533,1,0,0,8423
533,1,0,1,8444
533,1,1,0,12931.5
533,1,1,1,13700
533,2,0,0,7898
533,2,0,1,8234.5
533,2,1,0,10812
533,2,1,1,11153.5
533,3,0,1,7516
533,3,0,0,7664
533,3,1,0,9901
533,3,1,1,10947.5
533,4,0,1,8205.5
533,4,0,0,8131
533,4,1,0,9927
533,4,1,1,10916.5
533,5,0,1,8496
533,5,0,0,9340
533,5,1,0,10482
533,5,1,1,10573.5
533,6,0,0,6967
534,1,0,0,5246.5
534,1,0,1,5931
534,1,1,0,11108
534,1,1,1,11640.5
534,2,0,0,5087.5
534,2,0,1,5231
534,2,1,0,8655
534,2,1,1,8772
534,3,0,1,5727.5
534,3,0,0,5094.5
534,3,1,0,8127
534,3,1,1,8732
534,4,0,1,5200
534,4,0,0,5419.5
534,4,1,0,7963
534,4,1,1,8098.5
534,5,0,1,6026.5
534,5,0,0,6802
534,5,1,0,8966
534,5,1,1,8749
534,6,0,0,7058.5
535,1,0,0,7239.5
535,1,0,1,7587
535,1,1,0,12217
535,1,1,1,11902
535,2,0,0,7021
535,2,0,1,7066
535,2,1,0,10391
535,2,1,1,9774.5
535,3,0,1,6652
535,3,0,0,6988
535,3,1,0,9230
535,3,1,1,8996
535,4,0,1,7154
535,4,0,0,7097.5
535,4,1,0,9017
535,4,1,1,9014
535,5,0,1,7064
535,5,0,0,7356
535,5,1,0,8611
535,5,1,1,7721.5
535,6,0,0,5190
536,1,0,0,7092
536,1,0,1,7507
536,1,1,0,11756.5
536,1,1,1,11599.5
536,2,0,0,7183.5
536,2,0,1,7569
536,2,1,0,10677
536,2,1,1,10479
536,3,0,1,6400.5
536,3,0,0,6549.5
536,3,1,0,8420.5
536,3,1,1,8579
536,4,0,1,6902
536,4,0,0,6798.5
536,4,1,0,8476
536,4,1,1,9027
536,5,0,1,7719.5
536,5,0,0,8336.5
536,5,1,0,9747
536,5,1,1,9248
536,6,0,0,5312
537,1,0,0,4864
537,1,0,1,5088
537,1,1,0,7257
537,1,1,1,6925
537,2,0,0,4565
537,2,0,1,4967.5
537,2,1,0,6593
537,2,1,1,6304
537,3,0,1,4517
537,3,0,0,4720
537,3,1,0,6105
537,3,1,1,6412.5
537,4,0,1,4523
537,4,0,0,4561
537,4,1,0,6122.5
537,4,1,1,5955.5
537,5,0,1,4491
537,5,0,0,5120
537,5,1,0,6027
537,5,1,1,6116.5
537,6,0,0,4669
538,1,0,0,3970.5
538,1,0,1,3880
538,1,1,0,5853
538,1,1,1,5671
538,2,0,0,3629
538,2,0,1,3426
538,2,1,0,5001
538,2,1,1,4523
538,3,0,1,3306
538,3,0,0,3361
538,3,1,0,4176
538,3,1,1,3918.5
538,4,0,1,3361
538,4,0,0,3383
538,4,1,0,4214.5
538,4,1,1,4125
538,5,0,1,3265
538,5,0,0,3380
538,5,1,0,3926
538,5,1,1,3773
538,6,0,0,2278
539,1,0,0,10369
539,1,0,1,10814
539,1,1,0,13571
539,1,1,1,13280.5
539,2,0,0,9238.5
539,2,0,1,9993
539,2,1,0,12465
539,2,1,1,11683
539,3,0,1,9867
539,3,0,0,9129.5
539,3,1,0,11274.5
539,3,1,1,12354.5
539,4,0,1,9716
539,4,0,0,9178.5
539,4,1,0,10813
539,4,1,1,12708
539,5,0,1,9923
539,5,0,0,10181
539,5,1,0,11635
539,5,1,1,12843.5
539,6,0,0,12365.5
540,1,0,0,4396
540,1,0,1,3977
540,1,1,0,8385
540,1,1,1,9699.5
540,2,0,0,4071
540,2,0,1,3842
540,2,1,0,6126
540,2,1,1,6797
540,3,0,1,3955.5
540,3,0,0,4284.5
540,3,1,0,5926
540,3,1,1,6242.5
540,4,0,1,3792
540,4,0,0,4224
540,4,1,0,5628
540,4,1,1,6712
540,5,0,1,4409.5
540,5,0,0,4609
540,5,1,0,5494
540,5,1,1,6256
540,6,0,0,5252.5
541,1,0,0,5168
541,1,0,1,6136
541,1,1,0,9360
541,1,1,1,9665.5
541,2,0,0,5043.5
541,2,0,1,5577
541,2,1,0,7864.5
541,2,1,1,7813
541,3,0,1,5200
541,3,0,0,5068.5
541,3,1,0,7152.5
541,3,1,1,6853
541,4,0,1,5424
541,4,0,0,5150
541,4,1,0,6719
541,4,1,1,7081
541,5,0,1,5180.5
541,5,0,0,5390.5
541,5,1,0,6482
541,5,1,1,5977
541,6,0,0,5930
542,1,0,0,5592.5
542,1,0,1,5608
542,1,1,0,8407
542,1,1,1,8489.5
542,2,0,0,5350
542,2,0,1,5181
542,2,1,0,7748
542,2,1,1,7300
542,3,0,1,5098.5
542,3,0,0,5289
542,3,1,0,6892.5
542,3,1,1,6870
542,4,0,1,5122
542,4,0,0,5226.5
542,4,1,0,6633
542,4,1,1,7103
542,5,0,1,5533
542,5,0,0,5860.5
542,5,1,0,6945
542,5,1,1,7763.5
542,6,0,0,4879
543,1,0,0,1789
543,1,0,1,2246
543,1,1,1,5292
543,1,1,0,4673
543,2,0,0,1807
543,2,0,1,1954.5
543,2,1,1,4087
543,2,1,0,3938
543,3,0,1,2064
543,3,0,0,2033
543,3,1,1,3830
543,3,1,0,3615.5
543,4,0,1,2007
543,4,0,0,1959
543,4,1,1,3406.5
543,4,1,0,3437
543,5,0,1,2041
543,5,0,0,1936
543,5,1,1,3163.5
543,5,1,0,3335
543,6,0,1,1523.5
543,6,0,0,1570
544,1,0,0,12270.5
544,1,0,1,12684
544,1,1,0,21692
544,1,1,1,20030
544,2,0,0,11742.5
544,2,0,1,12182
544,2,1,0,18579
544,2,1,1,17114
544,3,0,1,11130
544,3,0,0,11438
544,3,1,0,16158
544,3,1,1,15164
544,4,0,0,11665.5
544,4,0,1,11587.5
544,4,1,0,15326
544,4,1,1,14648.5
544,5,0,0,11831
544,5,0,1,11687
544,5,1,0,14022
544,5,1,1,13801
544,6,0,0,9511
545,1,0,0,8276.5
545,1,0,1,9328
545,1,1,0,15950
545,1,1,1,15587
545,2,0,0,7938.5
545,2,0,1,8866
545,2,1,0,13246
545,2,1,1,13288
545,3,0,1,7907
545,3,0,0,8220
545,3,1,0,12363.5
545,3,1,1,12158
545,4,0,1,8634
545,4,0,0,8666
545,4,1,0,11955
545,4,1,1,12308
545,5,0,1,8671
545,5,0,0,8786
545,5,1,0,11554
545,5,1,1,10979
545,6,0,0,7760
546,1,0,0,13079.5
546,1,0,1,14459
546,1,1,0,17250
546,1,1,1,17106
546,2,0,0,11956
546,2,0,1,12283
546,2,1,0,15386
546,2,1,1,14934
546,3,0,1,11980.5
546,3,0,0,11155
546,3,1,0,13908
546,3,1,1,14096
546,4,0,1,12525.5
546,4,0,0,12279
546,4,1,0,14263
546,4,1,1,14245.5
546,5,0,1,12505.5
546,5,0,0,12070
546,5,1,0,13831
546,5,1,1,13791.5
546,6,0,0,11771.5
547,1,0,0,5140
547,1,0,1,6443
547,1,1,0,7039
547,1,1,1,8013.5
547,2,0,0,4513
547,2,0,1,5288
547,2,1,0,5731
547,2,1,1,6218
547,3,0,1,5156
547,3,0,0,4534.5
547,3,1,0,5686
547,3,1,1,6650
547,4,0,1,5332
547,4,0,0,5079.5
547,4,1,0,5844
547,4,1,1,6176
547,5,0,1,5372
547,5,0,0,5368
547,5,1,0,6070
547,5,1,1,6834
547,6,0,0,5499
548,1,0,0,3709
548,1,0,1,4226.5
548,1,1,1,7443
548,1,1,0,7091
548,2,0,0,3784
548,2,0,1,3738
548,2,1,1,6073
548,2,1,0,6390
548,3,0,1,3573.5
548,3,0,0,3789
548,3,1,1,5309.5
548,3,1,0,5692
548,4,0,1,3492
548,4,0,0,3797
548,4,1,1,4970
548,4,1,0,5502.5
548,5,0,1,4440
548,5,0,0,4362
548,5,1,1,5180
548,5,1,0,5522
548,6,0,1,3632
548,6,0,0,4075
549,1,0,0,4257
549,1,0,1,4133
549,1,1,0,5728.5
549,1,1,1,5573.5
549,2,0,0,4088
549,2,0,1,3676
549,2,1,0,5219.5
549,2,1,1,4853.5
549,3,0,1,3530
549,3,0,0,4071
549,3,1,0,4817.5
549,3,1,1,4630
549,4,0,1,3657.5
549,4,0,0,3914
549,4,1,0,4730
549,4,1,1,4649
549,5,0,1,4498
549,5,0,0,4779.5
549,5,1,0,5549
549,5,1,1,5178.5
549,6,0,0,3724
550,1,0,0,4932
550,1,0,1,5248
550,1,1,1,7808
550,1,1,0,7587
550,2,0,0,4421
550,2,0,1,4515
550,2,1,1,6337
550,2,1,0,6540
550,3,0,1,4378
550,3,0,0,4682
550,3,1,1,6030
550,3,1,0,6070.5
550,4,0,1,4536
550,4,0,0,4597
550,4,1,1,5435
550,4,1,0,6116.5
550,5,0,1,5092.5
550,5,0,0,5530
550,5,1,1,6259
550,5,1,0,6603
550,6,0,1,6105
550,6,0,0,6628
551,1,0,0,6025
551,1,0,1,6106
551,1,1,0,8306
551,1,1,1,8083
551,2,0,0,5738
551,2,0,1,5697.5
551,2,1,0,7861.5
551,2,1,1,7621
551,3,0,1,5385
551,3,0,0,5408
551,3,1,0,6667
551,3,1,1,6725
551,4,0,1,5571.5
551,4,0,0,5590
551,4,1,0,6546
551,4,1,1,6538
551,5,0,1,5606.5
551,5,0,0,5749
551,5,1,0,6464.5
551,5,1,1,6195
551,6,0,0,4964.5
552,1,0,0,5908.5
552,1,0,1,6097
552,1,1,1,14850
552,1,1,0,13415
552,2,0,0,5494
552,2,0,1,5544.5
552,2,1,1,11373
552,2,1,0,10392
552,3,0,1,5587
552,3,0,0,5787
552,3,1,1,9650
552,3,1,0,9762
552,4,0,1,5729
552,4,0,0,5836
552,4,1,1,9039.5
552,4,1,0,8945
552,5,0,1,5754
552,5,0,0,5855
552,5,1,1,8209.5
552,5,1,0,8750
552,6,0,1,4075.5
552,6,0,0,4278.5
553,1,0,0,5270
553,1,0,1,6789.5
553,1,1,0,7259
553,1,1,1,8505
553,2,0,0,4716
553,2,0,1,5410
553,2,1,0,6532
553,2,1,1,7433.5
553,3,0,1,5461
553,3,0,0,4839
553,3,1,0,6089
553,3,1,1,7701.5
553,4,0,1,5287.5
553,4,0,0,5214
553,4,1,0,6514.5
553,4,1,1,6925.5
553,5,0,1,6436
553,5,0,0,6232
553,5,1,0,7265
553,5,1,1,6906
553,6,0,0,9778
554,1,0,0,4496
554,1,0,1,4690
554,1,1,0,5611.5
554,1,1,1,5714.5
554,2,0,0,4117
554,2,0,1,4031
554,2,1,0,5045.5
554,2,1,1,4807
554,3,0,1,3872
554,3,0,0,3995
554,3,1,0,4723.5
554,3,1,1,4693
554,4,0,1,3835.5
554,4,0,0,4002
554,4,1,0,4615
554,4,1,1,4749
554,5,0,1,3692
554,5,0,0,4012.5
554,5,1,0,4431
554,5,1,1,4202.5
554,6,0,0,3766.5
555,1,0,0,4063.5
555,1,0,1,4576
555,1,1,0,7264
555,1,1,1,7153.5
555,2,0,0,3575.5
555,2,0,1,4087
555,2,1,0,5817
555,2,1,1,5950
555,3,0,1,4031
555,3,0,0,3731
555,3,1,0,5519.5
555,3,1,1,6428.5
555,4,0,1,3916
555,4,0,0,3915
555,4,1,0,5296
555,4,1,1,6304
555,5,0,1,4315.5
555,5,0,0,4476.5
555,5,1,0,6006
555,5,1,1,6368
555,6,0,0,4934
556,1,0,0,6273
556,1,0,1,7146
556,1,1,0,10541
556,1,1,1,10078
556,2,0,0,6037
556,2,0,1,6458
556,2,1,0,9192
556,2,1,1,8959
556,3,0,1,5825.5
556,3,0,0,5639
556,3,1,0,7533
556,3,1,1,7526.5
556,4,0,1,6004
556,4,0,0,6066
556,4,1,0,7657
556,4,1,1,7899
556,5,0,1,6495
556,5,0,0,6249
556,5,1,0,7550
556,5,1,1,7095.5
556,6,0,0,5616
557,1,0,0,3413
557,1,0,1,3887
557,1,1,0,6788
557,1,1,1,6832
557,2,0,0,3129.5
557,2,0,1,3478
557,2,1,0,5240.5
557,2,1,1,5200
557,3,0,1,3321
557,3,0,0,3681
557,3,1,0,5346
557,3,1,1,5613
557,4,0,1,3093
557,4,0,0,3157
557,4,1,0,4354
557,4,1,1,4587
557,5,0,1,3167.5
557,5,0,0,3367.5
557,5,1,0,4233
557,5,1,1,4453
557,6,0,0,3797
558,1,0,0,2770
558,1,0,1,2964.5
558,1,1,0,4088
558,1,1,1,4318
558,2,0,0,2646
558,2,0,1,2572
558,2,1,0,3864
558,2,1,1,3904
558,3,0,1,2463
558,3,0,0,2498
558,3,1,0,3415
558,3,1,1,3575
558,4,0,1,2495.5
558,4,0,0,2592
558,4,1,0,3640.5
558,4,1,1,3690
558,5,0,1,2887
558,5,0,0,2840
558,5,1,0,3627
558,5,1,1,3646.5
558,6,0,0,2877
559,1,0,0,5318.5
559,1,0,1,5501
559,1,1,0,9702
559,1,1,1,9757.5
559,2,0,0,5017.5
559,2,0,1,4934
559,2,1,0,7860
559,2,1,1,7880
559,3,0,1,4650
559,3,0,0,5029.5
559,3,1,0,6882
559,3,1,1,7022
559,4,0,1,5027
559,4,0,0,5329.5
559,4,1,0,6950
559,4,1,1,6661
559,5,0,1,5672
559,5,0,0,4957
559,5,1,0,6300
559,5,1,1,6025
559,6,0,0,2216
560,1,0,0,10578
560,1,0,1,12869
560,1,1,0,16886
560,1,1,1,18432
560,2,0,0,10155.5
560,2,0,1,11115.5
560,2,1,0,14561
560,2,1,1,14988
560,3,0,1,10353.5
560,3,0,0,10400
560,3,1,0,13576
560,3,1,1,14156
560,4,0,0,10133
560,4,0,1,11293
560,4,1,0,13127
560,4,1,1,13045
560,5,0,0,11485
560,5,0,1,12242
560,5,1,0,13518
560,5,1,1,13161
560,6,0,0,14454.5
561,1,0,0,5624.5
561,1,0,1,6264
561,1,1,0,9822.5
561,1,1,1,10353
561,2,0,0,5387
561,2,0,1,5986
561,2,1,0,8071.5
561,2,1,1,8048
561,3,0,1,5551
561,3,0,0,5609
561,3,1,0,7482.5
561,3,1,1,7769
561,4,0,1,5909
561,4,0,0,5666
561,4,1,0,7418
561,4,1,1,7799
561,5,0,1,6480
561,5,0,0,6539.5
561,5,1,0,8030
561,5,1,1,7562
561,6,0,0,4934
562,1,0,0,17023
562,1,0,1,16894
562,1,1,0,21904.5
562,1,1,1,21708.5
562,2,0,1,17062
562,2,0,0,16318
562,2,1,0,20272
562,2,1,1,20024
562,3,0,1,15707
562,3,0,0,16401
562,3,1,0,19044.5
562,3,1,1,18744
562,4,0,1,15302
562,4,0,0,16690
562,4,1,0,18912
562,4,1,1,18448.5
562,5,0,1,16718.5
562,5,0,0,17631
562,5,1,0,20002
562,5,1,1,18142.5
562,6,0,0,13808
562,6,0,1,13384
562,7,0,0,18811.5
562,7,0,1,17951
563,1,0,0,4545.5
563,1,0,1,5251
563,1,1,0,7383.5
563,1,1,1,7578.5
563,2,0,0,4531
563,2,0,1,5010
563,2,1,0,6192.5
563,2,1,1,6480.5
563,3,0,1,4355.5
563,3,0,0,4415.5
563,3,1,0,5558.5
563,3,1,1,5660
563,4,0,1,4674
563,4,0,0,4599.5
563,4,1,0,5543
563,4,1,1,6229
563,5,0,1,4579
563,5,0,0,4808
563,5,1,0,5286
563,5,1,1,4915.5
563,6,0,0,5406
564,1,0,0,4504.5
564,1,0,1,5243
564,1,1,0,6985
564,1,1,1,7581
564,2,0,0,4148.5
564,2,0,1,4625
564,2,1,0,5598.5
564,2,1,1,5807
564,3,0,1,4248
564,3,0,0,4363
564,3,1,0,5619.5
564,3,1,1,5406
564,4,0,1,4828
564,4,0,0,4426.5
564,4,1,0,5689
564,4,1,1,5660
564,5,0,1,5157
564,5,0,0,5211.5
564,5,1,0,5967
564,5,1,1,6201
564,6,0,0,5396
565,1,0,0,5391
565,1,0,1,5848
565,1,1,0,9795
565,1,1,1,9498
565,2,0,0,5179.5
565,2,0,1,5170
565,2,1,0,8092.5
565,2,1,1,7760
565,3,0,1,5190
565,3,0,0,5551
565,3,1,0,7600
565,3,1,1,7485
565,4,0,1,5196
565,4,0,0,5346.5
565,4,1,0,6830
565,4,1,1,6865
565,5,0,1,5522
565,5,0,0,5833
565,5,1,0,7015
565,5,1,1,6763
565,6,0,0,5088
566,1,0,0,4169
566,1,0,1,4119.5
566,1,1,0,6630
566,1,1,1,6074
566,2,0,0,4173
566,2,0,1,3898
566,2,1,0,5899.5
566,2,1,1,5780.5
566,3,0,1,3942
566,3,0,0,3901
566,3,1,0,5130.5
566,3,1,1,5094
566,4,0,1,3835.5
566,4,0,0,4165
566,4,1,0,5335
566,4,1,1,4996
566,5,0,1,4737
566,5,0,0,4703.5
566,5,1,0,5708
566,5,1,1,5468
566,6,0,0,3585.5
567,1,0,0,4676.5
567,1,0,1,5050
567,1,1,0,7847
567,1,1,1,7765.5
567,2,0,0,4144
567,2,0,1,4446
567,2,1,0,6553.5
567,2,1,1,6491
567,3,0,1,4253.5
567,3,0,0,4132
567,3,1,0,6125.5
567,3,1,1,6021
567,4,0,1,4284
567,4,0,0,4225.5
567,4,1,0,5876
567,4,1,1,5871
567,5,0,1,4101.5
567,5,0,0,4505.5
567,5,1,0,5650
567,5,1,1,5184
567,6,0,0,3335
568,1,0,0,3967.5
568,1,0,1,4280
568,1,1,1,5763
568,1,1,0,5826
568,2,0,0,3542
568,2,0,1,3624.5
568,2,1,1,4808
568,2,1,0,4772
568,3,0,1,3542
568,3,0,0,3765
568,3,1,1,4568
568,3,1,0,4651.5
568,4,0,1,3799
568,4,0,0,3762
568,4,1,1,4486.5
568,4,1,0,4825
568,5,0,1,4350.5
568,5,0,0,4620
568,5,1,1,5050
568,5,1,0,5459
568,6,0,1,5081
568,6,0,0,5608.5
569,1,0,0,4838
569,1,0,1,4911
569,1,1,0,6025
569,1,1,1,5824
569,2,0,0,4360
569,2,0,1,4760.5
569,2,1,0,5216
569,2,1,1,5160
569,3,0,1,4405
569,3,0,0,4181
569,3,1,0,5004
569,3,1,1,4965.5
569,4,0,1,4311
569,4,0,0,4156
569,4,1,0,4802
569,4,1,1,4709
569,5,0,1,4338.5
569,5,0,0,4295
569,5,1,0,4668
569,5,1,1,4594.5
569,6,0,0,2856
570,1,0,0,3622
570,1,0,1,3719
570,1,1,0,7176.5
570,1,1,1,6542
570,2,0,0,3692
570,2,0,1,3803
570,2,1,0,5822
570,2,1,1,5543
570,3,0,1,3416.5
570,3,0,0,3754.5
570,3,1,0,5109.5
570,3,1,1,4826
570,4,0,1,3728
570,4,0,0,3609
570,4,1,0,4683
570,4,1,1,4553
570,5,0,1,3733
570,5,0,0,3877
570,5,1,0,4558
570,5,1,1,4263
570,6,0,0,3081
571,1,0,0,6127.5
571,1,0,1,6302
571,1,1,0,9735
571,1,1,1,9969
571,2,0,0,5512
571,2,0,1,5692
571,2,1,0,7783
571,2,1,1,7352
571,3,0,1,5513.5
571,3,0,0,5743.5
571,3,1,0,7066
571,3,1,1,8556
571,4,0,1,6096
571,4,0,0,5837
571,4,1,0,7111
571,4,1,1,7945
571,5,0,1,6508.5
571,5,0,0,7197.5
571,5,1,0,8462
571,5,1,1,8746.5
571,6,0,0,9320
572,1,0,0,5420
572,1,0,1,6312
572,1,1,0,9752.5
572,1,1,1,9983.5
572,2,0,0,4922.5
572,2,0,1,5617
572,2,1,0,7510.5
572,2,1,1,7920
572,3,0,1,5118.5
572,3,0,0,5271
572,3,1,0,7275
572,3,1,1,7132
572,4,0,1,5693
572,4,0,0,5482
572,4,1,0,7633.5
572,4,1,1,7510
572,5,0,1,5818.5
572,5,0,0,6315
572,5,1,0,7934.5
572,5,1,1,7339.5
572,6,0,0,6027
573,1,0,0,3408
573,1,0,1,3488
573,1,1,0,5697
573,1,1,1,5944
573,2,0,0,3169.5
573,2,0,1,3299
573,2,1,0,5083
573,2,1,1,5029
573,3,0,1,3333.5
573,3,0,0,3295
573,3,1,0,4574.5
573,3,1,1,5059
573,4,0,1,3401
573,4,0,0,3043.5
573,4,1,0,4258
573,4,1,1,4955
573,5,0,1,3298.5
573,5,0,0,3594.5
573,5,1,0,4573
573,5,1,1,4696.5
573,6,0,0,2851
574,1,0,0,7330
574,1,0,1,7442
574,1,1,0,12116.5
574,1,1,1,12919
574,2,0,0,6363
574,2,0,1,7442
574,2,1,0,9980
574,2,1,1,10565
574,3,0,1,7016
574,3,0,0,6572
574,3,1,0,9179
574,3,1,1,10728
574,4,0,1,7141.5
574,4,0,0,6942
574,4,1,0,8924
574,4,1,1,10358.5
574,5,0,1,7475
574,5,0,0,7757
574,5,1,0,9548
574,5,1,1,9888
574,6,0,0,8334
575,1,0,0,4054
575,1,0,1,4244
575,1,1,0,10045
575,1,1,1,10973.5
575,2,0,0,3916.5
575,2,0,1,3695
575,2,1,0,7691
575,2,1,1,7453
575,3,0,1,3743.5
575,3,0,0,3839.5
575,3,1,0,6670
575,3,1,1,6930
575,4,0,1,4068
575,4,0,0,3953
575,4,1,0,6257
575,4,1,1,6424.5
575,5,0,1,3961.5
575,5,0,0,4356
575,5,1,0,6296
575,5,1,1,6536.5
575,6,0,0,2547.5
576,1,0,0,5263.5
576,1,0,1,5787
576,1,1,0,9979
576,1,1,1,10411
576,2,0,0,4882
576,2,0,1,5387
576,2,1,0,7890
576,2,1,1,8438
576,3,0,1,4973
576,3,0,0,4921.5
576,3,1,0,7407
576,3,1,1,7400
576,4,0,1,5132.5
576,4,0,0,5056
576,4,1,0,7075
576,4,1,1,7514
576,5,0,1,5642
576,5,0,0,5380
576,5,1,0,7336
576,5,1,1,7194.5
576,6,0,0,6474
577,1,0,0,4532
577,1,0,1,4812
577,1,1,0,6844
577,1,1,1,6956
577,2,0,0,4186
577,2,0,1,4072.5
577,2,1,0,5734.5
577,2,1,1,5590.5
577,3,0,1,3958
577,3,0,0,3909
577,3,1,0,5028
577,3,1,1,5027.5
577,4,0,1,4029
577,4,0,0,4227
577,4,1,0,5024.5
577,4,1,1,5456
577,5,0,1,4423.5
577,5,0,0,4619
577,5,1,0,5408
577,5,1,1,5210
577,6,0,0,3867
578,1,0,0,7043
578,1,0,1,11907
578,1,1,0,10569
578,1,1,1,12277
578,2,0,0,6289
578,2,0,1,8827.5
578,2,1,0,8793
578,2,1,1,10152.5
578,3,0,1,7966
578,3,0,0,6384
578,3,1,0,8052
578,3,1,1,10495.5
578,4,0,1,7681
578,4,0,0,6509
578,4,1,0,8285
578,4,1,1,10781
578,5,0,1,9255
578,5,0,0,7342
578,5,1,0,8869
578,5,1,1,10373
578,6,0,0,8413.5
578,7,0,0,4832
579,1,0,0,6017
579,1,0,1,7520
579,1,1,0,12228
579,1,1,1,12438.5
579,2,0,0,5837.5
579,2,0,1,6700
579,2,1,0,9686
579,2,1,1,9976.5
579,3,0,1,6399
579,3,0,0,6013
579,3,1,0,9075.5
579,3,1,1,9826
579,4,0,1,6549
579,4,0,0,6058.5
579,4,1,0,8515
579,4,1,1,9169
579,5,0,1,6612
579,5,0,0,6810.5
579,5,1,0,8668
579,5,1,1,8530.5
579,6,0,0,8078
580,1,0,0,9402.5
580,1,0,1,10637
580,1,1,0,12214
580,1,1,1,12519
580,2,0,0,8656
580,2,0,1,9601
580,2,1,0,11184.5
580,2,1,1,11465
580,3,0,1,8669
580,3,0,0,8771
580,3,1,0,10029
580,3,1,1,10821
580,4,0,1,9432.5
580,4,0,0,9163
580,4,1,0,10224.5
580,4,1,1,11395
580,5,0,1,9210
580,5,0,0,8888
580,5,1,0,9725
580,5,1,1,9647
580,6,0,0,8939.5
581,1,0,0,4532
581,1,0,1,4642
581,1,1,0,9065
581,1,1,1,9329.5
581,2,0,0,4364
581,2,0,1,4120
581,2,1,0,7581.5
581,2,1,1,7689.5
581,3,0,1,3929
581,3,0,0,4274
581,3,1,0,6511
581,3,1,1,6358
581,4,0,1,4223
581,4,0,0,4335
581,4,1,0,6241
581,4,1,1,6194
581,5,0,1,4415
581,5,0,0,4654
581,5,1,0,6106
581,5,1,1,5767
581,6,0,0,2483
582,1,0,0,5890
